CGI_ID,SPID,evalue,Description,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Column7
CGI_10012717,Q98SN7,5E-160,Protein Wnt-2b,,,,,,,
CGI_10012718,A0M8U1,0,Suppressor of tumorigenicity 7 protein homolog,,,,,,,
CGI_10012720,O60318,1E-155,80 kDa MCM3-associated protein,,,,,,,
CGI_10012721,P83425,2E-12,Heavy metal-binding protein HIP,,,,,,,
CGI_10012722,Q5XJ85,1E-18,Myeloid differentiation primary response protein MyD88,,,,,,,
CGI_10012725,B3Y680,2E-14,Myeloid differentiation primary response protein MyD88,,,,,,,
CGI_10012726,P83876,3E-91,Thioredoxin-like protein 4A,,,,,,,
CGI_10012727,O43824,4E-29,Putative GTP-binding protein 6,,,,,,,
CGI_10012729,Q8BGB5,5E-23,LIM domain-containing protein 2,CGI_10012729,2966.01995011739,1.02990348674286,0.327852287448603,3.14136434660172,0.00168162689877935,0.014058246125071
CGI_10012732,Q9Y6J0,3E-14,Calcineurin-binding protein cabin-1,,,,,,,
CGI_10012733,Q01459,1E-24,Di-N-acetylchitobiase,CGI_10012733,54.6048815199211,1.2538166446758,0.463122113463626,2.70731327273207,0.00678302166446998,0.039169861233489
CGI_10012734,Q99P31,1E-64,Hsp70-binding protein 1,,,,,,,
CGI_10012735,Q8BTK5,9E-25,SET and MYND domain-containing protein 4,,,,,,,
CGI_10012736,P50411,1E-20,Protein phosphatase inhibitor 2,,,,,,,
CGI_10012737,Q96JH7,0,Deubiquitinating protein VCIP135,,,,,,,
CGI_10012738,Q7LL04,4E-32,UPF0676 protein C1494.01,,,,,,,
CGI_10012739,Q923X1,9E-11,"EGF, latrophilin seven transmembrane domain-containing protein 1",,,,,,,
CGI_10012741,Q3ZC48,1E-16,DNA damage-regulated autophagy modulator protein 2,,,,,,,
CGI_10012742,Q6ZTW0,3E-33,Tubulin polyglutamylase complex subunit 1,,,,,,,
CGI_10012743,P86952,4E-46,Tyrosinase-like protein,CGI_10012743,1399.62649007983,1.44036360296533,0.450129744810783,3.19988540986288,0.00137482236200728,0.0120187296733362
CGI_10012744,Q91WD2,7E-59,Transient receptor potential cation channel subfamily V member 6,,,,,,,
CGI_10012746,P52034,4E-148,6-phosphofructokinase,,,,,,,
CGI_10012747,Q9ES88,1E-55,Solute carrier family 13 member 2,,,,,,,
CGI_10012748,Q6GPB5,3E-90,Probable alpha-ketoglutarate-dependent dioxygenase ABH5,,,,,,,
CGI_10012749,Q9HD45,0,Transmembrane 9 superfamily member 3,,,,,,,
CGI_10012751,O14522,1E-47,Receptor-type tyrosine-protein phosphatase T,,,,,,,
CGI_10012752,Q5ND28,2E-13,Scavenger receptor class F member 1,,,,,,,
CGI_10012753,Q6ZV70,2E-119,LanC-like protein 3,,,,,,,
CGI_10012754,Q2TLY1,2E-121,Macoilin-2,,,,,,,
CGI_10012755,Q9VF89,3E-09,"39S ribosomal protein L9, mitochondrial",CGI_10012755,62.4175075586274,-1.12370177614103,0.39330658985356,-2.85706317953995,0.00427580719613588,0.0279706623539858
CGI_10012756,O60449,1E-07,Lymphocyte antigen 75,,,,,,,
CGI_10012759,O95822,2E-114,"Malonyl-CoA decarboxylase, mitochondrial",,,,,,,
CGI_10012760,Q86YH6,4E-85,Decaprenyl-diphosphate synthase subunit 2,,,,,,,
CGI_10012764,Q91X85,9E-148,Feline leukemia virus subgroup C receptor-related protein 2,,,,,,,
CGI_10012765,Q9P802,2E-10,Kinetochore protein mis18,,,,,,,
CGI_10012767,Q8K0U4,8E-28,Heat shock 70 kDa protein 12A,,,,,,,
CGI_10012768,Q96MM6,1E-19,Heat shock 70 kDa protein 12B,,,,,,,
CGI_10012769,Q8K0U4,2E-66,Heat shock 70 kDa protein 12A,,,,,,,
CGI_10012771,Q54J55,5E-08,Myb-like protein X,,,,,,,
CGI_10012772,O75832,8E-12,26S proteasome non-ATPase regulatory subunit 10,,,,,,,
CGI_10012775,A2VD23,1E-09,Protein starmaker,,,,,,,
CGI_10012776,Q9P2F8,0,Signal-induced proliferation-associated 1-like protein 2,CGI_10012776,368.408315710574,0.809386591431471,0.297840140614198,2.71752017630121,0.00657731450736274,0.0383443441493062
CGI_10012778,Q9UBG0,2E-31,C-type mannose receptor 2,,,,,,,
CGI_10012779,O54829,1E-164,Regulator of G-protein signaling 7,,,,,,,
CGI_10012780,Q6PFY8,7E-19,Tripartite motif-containing protein 45,,,,,,,
CGI_10012782,P19217,1E-27,Estrogen sulfotransferase,,,,,,,
CGI_10012784,Q5ZID0,2E-38,NmrA-like family domain-containing protein 1,,,,,,,
CGI_10012788,Q69ZQ1,4E-134,Uncharacterized family 31 glucosidase KIAA1161,,,,,,,
CGI_10012790,P82458,4E-17,Midline-1,,,,,,,
CGI_10012791,Q69YW2,5E-25,Uncharacterized membrane protein C1orf95,,,,,,,
CGI_10012792,Q5UQ35,4E-13,Putative ariadne-like RING finger protein R811,CGI_10012792,2657.56564307097,3.00949866853678,0.386830127298085,7.77989731450704,7.25834395242928E-15,2.1093187425393E-12
CGI_10012793,Q6DI51,2E-25,Nucleoside diphosphate kinase 6,,,,,,,
CGI_10012794,Q9Y490,7E-37,Talin-1,,,,,,,
CGI_10012796,P07207,2E-35,Neurogenic locus Notch protein,,,,,,,
CGI_10012797,Q9Y2F5,3E-06,.,,,,,,,
CGI_10012798,A2ASS6,1E-06,Titin,,,,,,,
CGI_10012799,P59889,1E-26,Zinc transporter ZIP1,,,,,,,
CGI_10012802,P17038,4E-83,Zinc finger protein 43,,,,,,,
CGI_10012803,Q9PTD7,2E-10,Cingulin,,,,,,,
CGI_10012804,Q15911,5E-83,Zinc finger homeobox protein 3,CGI_10012804,373.628699150146,1.18523405491262,0.419227678987901,2.82718464051328,0.00469592429198728,0.0300526619687408
CGI_10012805,Q61329,2E-160,Zinc finger homeobox protein 3,,,,,,,
CGI_10012806,Q8JZL3,4E-27,Thiamine-triphosphatase,,,,,,,
CGI_10012808,O46160,4E-58,60S ribosomal protein L14,,,,,,,
CGI_10012809,Q7TNG8,0,"Probable D-lactate dehydrogenase, mitochondrial",,,,,,,
CGI_10012813,C3YFB4,3E-84,Anamorsin homolog,,,,,,,
CGI_10012814,A4IH24,2E-91,Targeting protein for Xklp2,,,,,,,
CGI_10012815,Q8BX70,8E-108,Vacuolar protein sorting-associated protein 13C,CGI_10012815,125.337864743793,1.13249610021699,0.356390549468328,3.17768274693725,0.00148457098613152,0.0127686419345303
CGI_10012816,Q709C8,2E-81,Vacuolar protein sorting-associated protein 13C,,,,,,,
CGI_10012817,Q9Y2H2,2E-129,Phosphatidylinositide phosphatase SAC2,,,,,,,
CGI_10012818,P24014,0,Protein slit,,,,,,,
CGI_10012819,Q80TR4,3E-07,Slit homolog 1 protein,,,,,,,
CGI_10012820,Q7ZVL2,0,WD repeat-containing protein 24,,,,,,,
CGI_10012822,Q19269,9E-44,Zinc metalloproteinase nas-14,,,,,,,
CGI_10012824,Q920N2,7E-114,Biotin--protein ligase,,,,,,,
CGI_10012825,Q9SHH8,2E-22,Glutathione S-transferase U26,,,,,,,
CGI_10012826,Q09024,6E-19,Neural/ectodermal development factor IMP-L2,,,,,,,
CGI_10012828,Q9VW26,7E-150,"Ornithine aminotransferase, mitochondrial",,,,,,,
CGI_10012829,Q8BX57,2E-177,PX domain-containing protein kinase-like protein,,,,,,,
CGI_10012831,Q6P2K3,9E-65,Uncharacterized protein C3orf67 homolog,,,,,,,
CGI_10012832,Q4ZJM9,1E-10,Complement C1q-like protein 4,,,,,,,
CGI_10012833,Q05AK9,5E-09,Coiled-coil domain-containing protein 72,CGI_10012833,1071.56040264299,-0.94841362942705,0.357137594470194,-2.65559729390573,0.00791680924379897,0.0439500218140082
CGI_10012834,Q9ESN6,2E-08,Tripartite motif-containing protein 2,CGI_10012834,19.7905169355934,-1.33641076820921,0.496697506424409,-2.69059286773889,0.00713251801555789,0.0406060242025528
CGI_10012835,Q5ZIH2,2E-151,.,,,,,,,
CGI_10012838,Q8R0F3,9E-129,Sulfatase-modifying factor 1,,,,,,,
CGI_10012839,Q921L7,1E-29,HemK methyltransferase family member 1,,,,,,,
CGI_10012840,Q04721,3E-65,Neurogenic locus notch homolog protein 2,,,,,,,
CGI_10012841,P10079,0,Fibropellin-1,,,,,,,
CGI_10012842,O13997,3E-09,Protein IMPACT homolog,,,,,,,
CGI_10012843,Q9JHU4,7E-20,Cytoplasmic dynein 1 heavy chain 1,,,,,,,
CGI_10012844,P25067,5E-09,Collagen alpha-2(VIII) chain,,,,,,,
CGI_10012845,Q9JHU4,1E-93,Cytoplasmic dynein 1 heavy chain 1,,,,,,,
CGI_10012846,Q3KRD0,3E-40,"Aspartate--tRNA ligase, mitochondrial",,,,,,,
CGI_10012847,Q8WY91,1E-10,THAP domain-containing protein 4,,,,,,,
CGI_10012856,O44252,5E-13,Protein rolling stone,,,,,,,
CGI_10012858,Q8MQJ9,7E-06,Brain tumor protein,,,,,,,
CGI_10012860,O75382,9E-06,Tripartite motif-containing protein 3,,,,,,,
CGI_10012863,O75382,2E-10,Tripartite motif-containing protein 3,CGI_10012863,131.70294379816,-1.74665430988496,0.383331278313639,-4.55651393115869,5.20095911287415E-06,0.000146913690404899
CGI_10012864,Q8IZD9,6E-156,Dedicator of cytokinesis protein 3,,,,,,,
CGI_10012865,Q8C3J5,3E-47,Dedicator of cytokinesis protein 2,,,,,,,
CGI_10012866,Q5EAW4,6E-95,Protein MCM10 homolog,,,,,,,
CGI_10012867,Q8C0F9,1E-12,Inactive serine protease 35,,,,,,,
CGI_10012868,Q8BRX9,6E-08,E3 ubiquitin-protein ligase MARCH3,,,,,,,
CGI_10012869,Q5F4A1,3E-12,G2/M phase-specific E3 ubiquitin-protein ligase,,,,,,,
CGI_10012871,P16036,2E-164,"Phosphate carrier protein, mitochondrial",,,,,,,
CGI_10012872,Q5BIM1,6E-26,Tripartite motif-containing protein 45,,,,,,,
CGI_10012878,Q08BL7,2E-114,Glycerate kinase,,,,,,,
CGI_10012879,Q6ZR37,7E-11,Pleckstrin homology domain-containing family G member 7,,,,,,,
CGI_10012881,Q92625,1E-23,Ankyrin repeat and SAM domain-containing protein 1A,CGI_10012881,294.624805776036,1.19568539544038,0.348190711904628,3.43399566547854,0.000594753706589917,0.00639785535187583
CGI_10012883,Q9D0N7,5E-157,Chromatin assembly factor 1 subunit B,CGI_10012883,39.91890503897,-1.36244189620796,0.427521856670835,-3.18683565518138,0.0014383848050421,0.0124478267573227
CGI_10012884,Q99973,9E-18,Telomerase protein component 1,,,,,,,
CGI_10012885,Q95LD9,2E-99,Aryl hydrocarbon receptor,CGI_10012885,28.8425756072242,1.36696562161578,0.504042645680309,2.71200390151667,0.00668778056613168,0.0387761884094334
CGI_10012887,P32583,1E-06,Suppressor protein SRP40,CGI_10012887,35.1783692071768,1.74524672953043,0.504399705715409,3.46004708122317,0.000540080948679906,0.00594305943527286
CGI_10012888,Q86Z23,1E-08,Complement C1q-like protein 4,,,,,,,
CGI_10012889,Q8CFR0,2E-06,Complement C1q-like protein 2,,,,,,,
CGI_10012890,Q5VWW1,1E-09,Complement C1q-like protein 3,,,,,,,
CGI_10012892,Q9QWS8,0,Potassium voltage-gated channel subfamily H member 8,,,,,,,
CGI_10012894,O13395,2E-17,Chitin synthase 6,,,,,,,
CGI_10012895,P21369,2E-42,Pyrazinamidase/nicotinamidase,,,,,,,
CGI_10012896,P55006,2E-63,Retinol dehydrogenase 7,,,,,,,
CGI_10012897,Q9S725,2E-20,4-coumarate--CoA ligase 2,,,,,,,
CGI_10012899,Q99PP7,2E-17,E3 ubiquitin-protein ligase TRIM33,,,,,,,
CGI_10012900,Q66KY3,9E-31,Protein CutA homolog,,,,,,,
CGI_10012902,Q8NEE8,4E-107,Tetratricopeptide repeat protein 16,,,,,,,
CGI_10012903,P10040,5E-09,Protein crumbs,,,,,,,
CGI_10012905,O75382,9E-11,Tripartite motif-containing protein 3,,,,,,,
CGI_10012906,Q5BIM1,2E-14,Tripartite motif-containing protein 45,,,,,,,
CGI_10012908,Q9W3Y0,1E-43,Zinc finger protein 593 homolog,,,,,,,
CGI_10012909,B5DF93,1E-36,Protein PAT1 homolog 1,,,,,,,
CGI_10012910,O88450,2E-48,Deformed epidermal autoregulatory factor 1 homolog,,,,,,,
CGI_10012911,P17035,2E-40,Zinc finger protein 28,,,,,,,
CGI_10012913,P51523,7E-53,Zinc finger protein 84,,,,,,,
CGI_10012914,O60294,4E-79,Leucine carboxyl methyltransferase 2,,,,,,,
CGI_10012915,P23416,3E-76,Glycine receptor subunit alpha-2,,,,,,,
CGI_10012919,O94581,1E-27,Cytochrome c oxidase subunit 6B,,,,,,,
CGI_10012920,P15287,4E-57,Adenosine deaminase AGSA,,,,,,,
CGI_10012922,O95257,3E-20,Growth arrest and DNA damage-inducible protein GADD45 gamma,,,,,,,
CGI_10012924,Q9Z2J0,1E-13,Solute carrier family 23 member 1,,,,,,,
CGI_10012926,Q801S4,5E-75,.,CGI_10012926,87.0755562127522,-1.26692929541096,0.31308845573653,-4.04655384827444,5.1977172167675E-05,0.000966219398280223
CGI_10012929,B4ESA4,3E-13,Protease inhibitor-like protein 3,,,,,,,
CGI_10012930,O08839,3E-08,Myc box-dependent-interacting protein 1,,,,,,,
CGI_10012934,Q91F63,7E-08,Probable lipid hydrolase 463L,,,,,,,
CGI_10012935,Q5UR67,1E-08,.,,,,,,,
CGI_10012936,Q9UGM3,5E-35,Deleted in malignant brain tumors 1 protein,,,,,,,
CGI_10012939,Q96PH1,8E-92,NADPH oxidase 5,,,,,,,
CGI_10012942,D2GXS7,2E-06,Tripartite motif-containing protein 2,,,,,,,
CGI_10012943,Q29RQ5,6E-08,E3 ubiquitin-protein ligase TRIM9,,,,,,,
CGI_10012947,Q9R0P6,1E-109,Signal peptidase complex catalytic subunit SEC11A,,,,,,,
CGI_10012949,P51538,6E-70,Cytochrome P450 3A9,,,,,,,
CGI_10012951,Q9Z1P6,7E-14,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7,,,,,,,
CGI_10012955,O93430,8E-74,Glycine receptor subunit alphaZ1,,,,,,,
CGI_10012957,Q1M0V6,1E-61,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 3",,,,,,,
CGI_10012958,P02637,6E-07,Sarcoplasmic calcium-binding protein,,,,,,,
CGI_10012959,P02637,2E-07,Sarcoplasmic calcium-binding protein,,,,,,,
CGI_10012960,Q54JW9,2E-13,Protein IMPACT homolog,,,,,,,
CGI_10012961,Q2HJB9,1E-36,Transmembrane protein 98,,,,,,,
CGI_10012962,Q504Y3,2E-26,Zinc finger CW-type PWWP domain protein 2,,,,,,,
CGI_10012965,Q7RTR2,3E-12,Protein NLRC3,CGI_10012965,456.703672847014,1.04198016647141,0.348239092200422,2.99214014109514,0.00277029059757902,0.0202647496802309
CGI_10012966,D2GXS7,1E-06,Tripartite motif-containing protein 2,,,,,,,
CGI_10012967,Q8MPM1,9E-61,Gelsolin-like protein 2,,,,,,,
CGI_10012968,Q6ZRF8,5E-12,RING finger protein 207,,,,,,,
CGI_10012973,Q64459,9E-99,Cytochrome P450 3A11,,,,,,,
CGI_10012975,D2GXS7,3E-06,Tripartite motif-containing protein 2,,,,,,,
CGI_10012976,D2GXS7,2E-07,Tripartite motif-containing protein 2,,,,,,,
CGI_10012977,Q9XZV3,5E-104,Guanine nucleotide-binding protein G(o) subunit alpha,CGI_10012977,342.882120244321,1.65275213153781,0.310978599913229,5.31468124172843,1.06844191994481E-07,5.80530198995506E-06
CGI_10012978,Q96MM6,3E-41,Heat shock 70 kDa protein 12B,,,,,,,
CGI_10012979,Q13507,4E-165,Short transient receptor potential channel 3,,,,,,,
CGI_10012980,Q6PFK1,7E-24,Zinc finger protein 598,,,,,,,
CGI_10012981,Q80YR4,5E-100,Zinc finger protein 598,,,,,,,
CGI_10012982,O43760,8E-54,Synaptogyrin-2,,,,,,,
CGI_10012986,P56193,2E-46,Laccase-1,,,,,,,
CGI_10012987,Q02081,4E-46,Laccase-4,,,,,,,
CGI_10012988,Q40588,7E-47,L-ascorbate oxidase,,,,,,,
CGI_10012989,P50729,6E-23,Probable ATP-dependent DNA helicase recS,,,,,,,
CGI_10012991,O16025,6E-90,Allene oxide synthase-lipoxygenase protein,,,,,,,
CGI_10012993,P15043,1E-11,ATP-dependent DNA helicase recQ,CGI_10012993,362.961499468768,-1.5922177443956,0.505551113395262,-3.14946936562422,0.00163567256441863,0.013759736748048
CGI_10012995,Q9J569,9E-10,.,,,,,,,
CGI_10012996,Q8JG30,8E-49,Sulfotransferase family cytosolic 1B member 1,,,,,,,
CGI_10012997,Q8JG30,8E-55,Sulfotransferase family cytosolic 1B member 1,CGI_10012997,250.598168185079,-0.81566423543824,0.231923734516354,-3.51695024719743,0.000436535597980041,0.00509291530976714
CGI_10012998,P55265,6E-114,Double-stranded RNA-specific adenosine deaminase,,,,,,,
CGI_10012999,Q6PFY8,1E-14,Tripartite motif-containing protein 45,,,,,,,
CGI_10013000,O55070,4E-59,Deoxyribonuclease gamma,CGI_10013000,107.011596786073,1.38778832978131,0.375960170554652,3.69131742794434,0.000223095506537212,0.00307333992760662
CGI_10013001,P49183,1E-60,Deoxyribonuclease-1,,,,,,,
CGI_10013003,Q6NTR6,8E-98,Ubiquitin carboxyl-terminal hydrolase 44-A,,,,,,,
CGI_10013004,Q9UPR0,0,Inactive phospholipase C-like protein 2,,,,,,,
CGI_10013005,P41595,4E-10,5-hydroxytryptamine receptor 2B,,,,,,,
CGI_10013006,P62205,0,Serine/threonine-protein kinase PLK1,,,,,,,
CGI_10013007,A4L691,6E-38,PIN2/TERF1-interacting telomerase inhibitor 1,CGI_10013007,328.169373030897,-0.869312353285771,0.288942005113154,-3.00860497228617,0.00262450117989204,0.0194354952240654
CGI_10013008,Q8CHC4,0,Synaptojanin-1,,,,,,,
CGI_10013010,Q93YS4,1E-118,ABC transporter G family member 22,,,,,,,
CGI_10013012,Q8IYE1,8E-98,.,,,,,,,
CGI_10013013,O35165,8E-76,Golgi SNAP receptor complex member 2,CGI_10013013,294.092174882222,0.983440161480624,0.300454414137169,3.27317594685643,0.00106346255860261,0.009901559162135
CGI_10013014,Q6AXX1,9E-32,Schlafen-like protein 1,,,,,,,
CGI_10013015,Q00557,7E-28,Cytochrome P450 1A1,,,,,,,
CGI_10013016,Q0WYX8,3E-09,MAM domain-containing glycosylphosphatidylinositol anchor protein 1,,,,,,,
CGI_10013025,P35224,0,Catenin beta,CGI_10013025,5828.36770384577,0.714640173798257,0.212021508773557,3.37060224659332,0.000750040664246777,0.00765080571185818
CGI_10013026,Q62445,5E-61,Transcription factor Sp4,,,,,,,
CGI_10013028,Q5ZKX6,1E-86,NEDD8-conjugating enzyme UBE2F,,,,,,,
CGI_10013029,O89033,9E-106,Cell division control protein 6 homolog,,,,,,,
CGI_10013030,Q6L8Q7,5E-127,"2',5'-phosphodiesterase 12",CGI_10013030,130.738120681976,-1.23016443909593,0.341531067424088,-3.60191079650274,0.000315886766094036,0.00399914730936213
CGI_10013032,P10280,2E-14,Kunitz-type proteinase inhibitor 5 II,,,,,,,
CGI_10013033,Q8WXG9,0,G-protein coupled receptor 98,,,,,,,
CGI_10013034,Q1LWH4,5E-168,Fanconi-associated nuclease 1,,,,,,,
CGI_10013035,Q17QS1,1E-23,Sorting nexin-24,CGI_10013035,120.890784020657,-1.11979295565759,0.407203873676623,-2.74995654031243,0.00596031692411353,0.0357464628362745
CGI_10013036,P09851,5E-98,Ras GTPase-activating protein 1,,,,,,,
CGI_10013037,Q8TDX9,1E-96,Polycystic kidney disease protein 1-like 1,CGI_10013037,658.426269676567,0.851868191558239,0.290475738509498,2.93266555041527,0.00336065699011586,0.0233913942171038
CGI_10013038,P55965,2E-32,T-related protein,,,,,,,
CGI_10013041,Q5ZJU3,0,Asparagine synthetase [glutamine-hydrolyzing],,,,,,,
CGI_10013042,Q3KQ77,6E-71,EF-hand calcium-binding domain-containing protein 1,,,,,,,
CGI_10013045,Q09225,8E-29,Nose resistant to fluoxetine protein 6,,,,,,,
CGI_10013046,Q9VF87,0,Cytoplasmic FMR1-interacting protein,,,,,,,
CGI_10013047,Q6GQD1,3E-112,Cytoplasmic FMR1-interacting protein 2,,,,,,,
CGI_10013048,Q9PU16,3E-08,Lysophosphatidic acid receptor 1-B,,,,,,,
CGI_10013049,P02707,3E-10,Hepatic lectin,,,,,,,
CGI_10013050,Q64261,2E-133,Cyclin-dependent kinase 6,CGI_10013050,44.7993181273434,1.95363233068508,0.463048473444132,4.21906656155036,2.4531584803432E-05,0.000523959684331654
CGI_10013051,Q9WU78,0,Programmed cell death 6-interacting protein,CGI_10013051,640.451788723102,1.48396761619031,0.327261076040413,4.53450692683982,5.77382072761916E-06,0.000159892670546957
CGI_10013052,Q5M9G1,7E-16,Protein HEXIM1,,,,,,,
CGI_10013053,Q99466,7E-06,Neurogenic locus notch homolog protein 4,,,,,,,
CGI_10013056,P49640,4E-34,Homeobox even-skipped homolog protein 1,CGI_10013056,262.607219565039,1.47745262062804,0.353871845628274,4.17510643720448,2.97846762147461E-05,0.000618927507907725
CGI_10013058,P06602,2E-36,Segmentation protein even-skipped,,,,,,,
CGI_10013061,Q30HU9,2E-13,Serine protease inhibitor Cvsi-1,CGI_10013061,35.3519277850023,1.32728775544787,0.430959700350499,3.07984193039021,0.00207110482532587,0.0163002833605869
CGI_10013062,Q30HU9,1E-39,Serine protease inhibitor Cvsi-1,,,,,,,
CGI_10013065,P49013,3E-22,Fibropellin-3,,,,,,,
CGI_10013066,Q9ES30,3E-11,Complement C1q tumor necrosis factor-related protein 3,,,,,,,
CGI_10013067,Q61191,3E-31,Host cell factor 1,,,,,,,
CGI_10013068,Q5EA98,2E-18,Microfibrillar-associated protein 1,,,,,,,
CGI_10013069,Q9ES30,5E-11,Complement C1q tumor necrosis factor-related protein 3,,,,,,,
CGI_10013070,Q9BXJ5,3E-08,Complement C1q tumor necrosis factor-related protein 2,,,,,,,
CGI_10013071,Q9ES30,2E-08,Complement C1q tumor necrosis factor-related protein 3,,,,,,,
CGI_10013072,Q9JHG0,5E-06,Cerebellin-3,,,,,,,
CGI_10013073,Q9ES30,3E-09,Complement C1q tumor necrosis factor-related protein 3,,,,,,,
CGI_10013074,Q9UHG3,2E-89,Prenylcysteine oxidase 1,,,,,,,
CGI_10013075,Q6AZH6,8E-151,FAS-associated factor 2-A,,,,,,,
CGI_10013076,P30568,5E-47,Glutathione S-transferase A,,,,,,,
CGI_10013077,P30568,3E-52,Glutathione S-transferase A,,,,,,,
CGI_10013079,A2VDD2,4E-30,.,,,,,,,
CGI_10013081,Q9HAU0,1E-17,Pleckstrin homology domain-containing family A member 5,,,,,,,
CGI_10013082,Q3UIL6,3E-14,Pleckstrin homology domain-containing family A member 7,CGI_10013082,387.85275251275,0.87885801862113,0.32681130284784,2.68919101317104,0.00716254213867872,0.0407527612636778
CGI_10013083,Q9ULE3,3E-65,.,,,,,,,
CGI_10013084,P18445,2E-76,60S ribosomal protein L27a,,,,,,,
CGI_10013086,P12812,9E-14,.,,,,,,,
CGI_10013088,O95461,0,Glycosyltransferase-like protein LARGE1,,,,,,,
CGI_10013089,Q4QRH7,3E-95,Peroxisomal membrane protein PEX16,,,,,,,
CGI_10013090,P25119,1E-09,Tumor necrosis factor receptor superfamily member 1B,CGI_10013090,555.486590251038,1.41702090770731,0.495627256050529,2.85904556379532,0.00424917747323942,0.0278725116062696
CGI_10013091,A2AJL3,3E-10,FGGY carbohydrate kinase domain-containing protein,,,,,,,
CGI_10013093,Q9JLY7,2E-46,Dual specificity protein phosphatase 14,,,,,,,
CGI_10013094,A5PJY4,6E-51,.,,,,,,,
CGI_10013095,Q9NPI0,1E-09,Transmembrane protein 138,,,,,,,
CGI_10013096,Q921G8,0,Gamma-tubulin complex component 2,,,,,,,
CGI_10013097,Q9ESJ7,4E-07,Interleukin-1 receptor-associated kinase 1-binding protein 1,,,,,,,
CGI_10013098,Q5TB80,7E-106,Protein QN1 homolog,,,,,,,
CGI_10013099,B1H369,3E-143,Histone deacetylase 8,,,,,,,
CGI_10013102,Q96EQ9,2E-139,Histone-lysine N-methyltransferase PRDM9,,,,,,,
CGI_10013103,O75417,0,DNA polymerase theta,,,,,,,
CGI_10013104,Q9DCJ9,2E-63,N-acetylneuraminate lyase,,,,,,,
CGI_10013105,Q6TEM9,4E-07,E3 ubiquitin-protein ligase MYLIP-A,,,,,,,
CGI_10013106,O08863,9E-08,Baculoviral IAP repeat-containing protein 3,CGI_10013106,3924.465338499,2.13286066276693,0.332512495263819,6.41437748399409,1.41399450025832E-10,1.70568644748141E-08
CGI_10013108,P39098,0,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB",,,,,,,
CGI_10013109,Q7ZWI4,2E-28,GSK3-beta interaction protein,,,,,,,
CGI_10013110,Q8BJZ4,2E-34,"28S ribosomal protein S35, mitochondrial",,,,,,,
CGI_10013111,Q90623,3E-106,Protein phosphatase 1 regulatory subunit 12A,,,,,,,
CGI_10013112,Q99NE9,3E-08,Pre-B-cell leukemia transcription factor 4,,,,,,,
CGI_10013115,Q60HD7,2E-145,D-3-phosphoglycerate dehydrogenase,,,,,,,
CGI_10013117,P18293,1E-156,Atrial natriuretic peptide receptor 1,,,,,,,
CGI_10013119,C3ZAH2,2E-61,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase",,,,,,,
CGI_10013120,Q01285,4E-14,Chitin synthase 4,,,,,,,
CGI_10013121,Q76LL8,4E-80,Corticotropin-releasing factor receptor 1,,,,,,,
